Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
FDD26,8.71,Regular,0.072155462,Food,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,151-200
NCF19,13.0,Non_Edible,0.035307322,Non_Consumable,47.5034,OUT017,2007,Small,Tier 2,Supermarket Type1,680.4476,0-50
FDA20,6.78,Low_Fat,0.066997921,Food,186.524,OUT017,2007,Small,Tier 2,Supermarket Type1,2609.936,151-200
FDR24,17.35,Regular,0.062839798,Food,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777,51-100
FDD08,8.3,Low_Fat,0.03549838,Food,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,455.4072,0-50
DRH03,17.25,Low_Fat,0.035057688,Drink,91.612,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636,51-100
NCB30,14.6,Non_Edible,0.045002624,Non_Consumable,196.5084,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,151-200
FDM34,19.0,Low_Fat,0.067120954,Food,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065,101-150
FDW23,5.765,Low_Fat,0.081944045,Food,36.7164,OUT013,1987,High,Tier 3,Supermarket Type1,849.5608,0-50
FDJ33,8.895,Regular,0.088681966,Food,121.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,2956.152,101-150
FDU49,19.5,Regular,0.030742083,Food,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,51-100
DRK12,9.5,Low_Fat,0.042056944,Drink,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19,0-50
FDF40,20.25,Regular,0.022403117,Food,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,
FDA04,11.3,Regular,0.066865326,Food,260.1962,OUT045,2002,Small,Tier 2,Supermarket Type1,2848.9582,
FDZ16,16.85,Regular,0.279886948,Food,193.1478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956,151-200
FDG02,7.855,Low_Fat,0.011307038,Food,188.5188,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.094,151-200
FDE11,17.7,Regular,0.13498355,Food,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,3146.5708,151-200
NCS29,9.0,Non_Edible,0.121765124,Non_Consumable,264.1884,OUT019,1985,Small,Tier 1,Grocery Store,264.9884,
FDY07,11.8,Low_Fat,0.0,Food,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,0-50
FDZ03,13.65,Regular,0.078786674,Food,184.824,OUT046,1997,Small,Tier 1,Supermarket Type1,3355.632,151-200
FDJ07,7.26,Low_Fat,0.014353676,Food,115.515,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21,101-150
NCJ42,19.75,Non_Edible,0.01438222,Non_Consumable,102.2332,OUT017,2007,Small,Tier 2,Supermarket Type1,3075.996,101-150
FDU34,18.25,Low_Fat,0.075620262,Food,123.8046,OUT017,2007,Small,Tier 2,Supermarket Type1,3486.1288,101-150
FDD10,20.6,Regular,0.045982389,Food,177.0344,OUT013,1987,High,Tier 3,Supermarket Type1,535.3032,151-200
DRB01,7.39,Low_Fat,0.081841136,Drink,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259,151-200
FDF09,6.215,Low_Fat,0.012090074,Food,38.2848,OUT027,1985,Medium,Tier 3,Supermarket Type3,484.7024,0-50
FDF16,7.3,Low_Fat,0.086307051,Food,146.8076,OUT045,2002,Small,Tier 2,Supermarket Type1,1330.2684,101-150
FDH47,13.5,Regular,0.128816212,Food,96.4068,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.3768,51-100
FDO08,11.1,Regular,0.0,Food,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,1973.4312,151-200
DRJ01,6.135,Low_Fat,0.114475357,Drink,160.9236,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304,151-200
NCW41,18.0,Non_Edible,0.015375557,Non_Consumable,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,151-200
FDS45,5.175,Regular,0.04937018,Food,106.7622,OUT010,1998,Small,Tier 3,Grocery Store,211.7244,101-150
FDJ09,15.0,Low_Fat,0.0,Food,47.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,679.116,0-50
FDL08,10.8,Low_Fat,0.050000257,Food,243.9144,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.2736,201-250
FDM36,11.65,Regular,0.058681957,Food,170.4422,OUT013,1987,High,Tier 3,Supermarket Type1,517.3266,151-200
FDU50,5.75,Regular,0.075595405,Food,114.7176,OUT017,2007,Small,Tier 2,Supermarket Type1,1259.6936,101-150
NCS18,12.65,Non_Edible,0.042276746,Non_Consumable,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,101-150
FDY02,8.945,Regular,0.0,Food,264.791,OUT017,2007,Small,Tier 2,Supermarket Type1,4733.838,
NCX29,10.0,Non_Edible,0.089333332,Non_Consumable,145.6102,OUT045,2002,Small,Tier 2,Supermarket Type1,2624.5836,101-150
FDH10,21.0,Low_Fat,0.082526478,Food,191.8478,OUT010,1998,Small,Tier 3,Grocery Store,774.9912,151-200
NCB43,20.2,Non_Edible,0.100319317,Non_Consumable,188.6898,OUT018,2009,Medium,Tier 3,Supermarket Type2,3367.6164,151-200
FDX11,16.0,Regular,0.106731895,Food,183.6634,OUT035,2004,Small,Tier 2,Supermarket Type1,2544.6876,151-200
FDT12,6.215,Regular,0.049823839,Food,226.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,677.1186,201-250
NCA42,6.965,Non_Edible,0.028410335,Non_Consumable,158.0604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4595.3516,151-200
FDU37,9.5,Regular,0.104488444,Food,77.896,OUT035,2004,Small,Tier 2,Supermarket Type1,1997.4,51-100
NCX53,20.1,Non_Edible,0.025002878,Non_Consumable,140.4154,OUT010,1998,Small,Tier 3,Grocery Store,567.2616,101-150
FDL25,6.92,Regular,0.131128467,Food,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.9668,51-100
FDH44,19.1,Regular,0.043304681,Food,147.5418,OUT010,1998,Small,Tier 3,Grocery Store,294.2836,101-150
FDF53,20.75,Regular,0.083590755,Food,182.2318,OUT035,2004,Small,Tier 2,Supermarket Type1,3067.3406,151-200
FDU59,5.78,Low_Fat,0.096536082,Food,162.8552,OUT049,1999,Medium,Tier 1,Supermarket Type1,3574.0144,151-200
FDR46,16.85,Low_Fat,0.139985583,Food,145.276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490.092,101-150
FDD51,11.15,Low_Fat,0.119930029,Food,44.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,588.5672,0-50
FDL13,13.85,Regular,0.056637129,Food,233.83,OUT017,2007,Small,Tier 2,Supermarket Type1,2796.36,201-250
FDK16,9.065,Low_Fat,0.115563679,Food,96.0094,OUT045,2002,Small,Tier 2,Supermarket Type1,1713.7692,51-100
FDY20,12.5,Regular,0.082085787,Food,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,51-100
FDG50,7.405,Low_Fat,0.015295536,Food,89.7146,OUT049,1999,Medium,Tier 1,Supermarket Type1,547.2876,51-100
FDW12,8.315,Regular,0.035572183,Food,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.888,101-150
FDB41,19.0,Regular,0.097709541,Food,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334,0-50
NCY18,7.285,Non_Edible,0.03100078,Non_Consumable,177.0054,OUT027,1985,Medium,Tier 3,Supermarket Type3,2101.2648,151-200
FDJ04,18.0,Low_Fat,0.124428516,Food,119.9124,OUT035,2004,Small,Tier 2,Supermarket Type1,948.0992,101-150
FDL48,19.35,Regular,0.082250863,Food,48.7034,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374,0-50
FDE22,9.695,Low_Fat,0.029693277,Food,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2716.464,151-200
FDH28,15.85,Regular,0.192650072,Food,37.4506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,0-50
FDN09,14.15,Low_Fat,0.05837308,Food,243.9828,OUT010,1998,Small,Tier 3,Grocery Store,731.0484,201-250
FDU56,16.85,Low_Fat,0.044377096,Food,185.8266,OUT013,1987,High,Tier 3,Supermarket Type1,1659.8394,151-200
NCU54,8.88,Non_Edible,0.099024124,Non_Consumable,208.527,OUT018,2009,Medium,Tier 3,Supermarket Type2,3145.905,201-250
DRD27,18.75,Low_Fat,0.0,Drink,97.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714,51-100
FDN27,20.85,Low_Fat,0.0,Food,115.1808,OUT018,2009,Medium,Tier 3,Supermarket Type2,1054.6272,101-150
NCI43,19.85,Non_Edible,0.025947095,Non_Consumable,46.9376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,0-50
FDE20,11.35,Regular,0.005561798,Food,168.379,OUT017,2007,Small,Tier 2,Supermarket Type1,3225.801,151-200
FDW52,14.0,Regular,0.037491314,Food,164.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1808.9786,151-200
NCR17,9.8,Non_Edible,0.024432767,Non_Consumable,116.4492,OUT045,2002,Small,Tier 2,Supermarket Type1,2780.3808,101-150
FDO60,20.0,Low_Fat,0.057527544,Food,43.1086,OUT010,1998,Small,Tier 3,Grocery Store,89.2172,0-50
FDE02,8.71,Low_Fat,0.121936216,Food,94.4778,OUT017,2007,Small,Tier 2,Supermarket Type1,2628.5784,51-100
FDR35,12.5,Low_Fat,0.020597493,Food,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339,201-250
FDU58,6.61,Regular,0.0,Food,186.4898,OUT045,2002,Small,Tier 2,Supermarket Type1,2993.4368,151-200
FDB28,6.615,Low_Fat,0.093307668,Food,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2570.6538,151-200
FDU20,19.35,Regular,0.021501067,Food,122.2098,OUT045,2002,Small,Tier 2,Supermarket Type1,2771.7254,101-150
NCU42,9.0,Non_Edible,0.019586115,Non_Consumable,170.2474,OUT018,2009,Medium,Tier 3,Supermarket Type2,4211.185,151-200
FDA32,14.0,Low_Fat,0.030155224,Food,214.7192,OUT045,2002,Small,Tier 2,Supermarket Type1,3020.0688,201-250
FDX36,9.695,Regular,0.129008866,Food,226.9404,OUT017,2007,Small,Tier 2,Supermarket Type1,2700.4848,201-250
FDN45,19.35,Low_Fat,0.118080437,Food,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,201-250
FDR24,17.35,Regular,0.063207198,Food,89.383,OUT017,2007,Small,Tier 2,Supermarket Type1,1258.362,51-100
FDV31,9.8,Low_Fat,0.178622919,Food,177.937,OUT010,1998,Small,Tier 3,Grocery Store,176.437,151-200
FDT57,15.2,Low_Fat,0.018942606,Food,236.0248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.6944,201-250
FDX43,5.655,Low_Fat,0.085274988,Food,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3,151-200
FDY34,10.5,Regular,0.010998932,Food,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,1823.6262,151-200
NCI31,20.0,Non_Edible,0.136124989,Non_Consumable,38.319,OUT010,1998,Small,Tier 3,Grocery Store,146.476,0-50
FDP22,14.65,Regular,0.099535996,Food,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,51-100
FDN02,16.5,Low_Fat,0.074245348,Food,208.2638,OUT017,2007,Small,Tier 2,Supermarket Type1,4762.4674,201-250
FDR59,14.5,Regular,0.063962842,Food,263.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594,
NCS38,8.6,Non_Edible,0.090191431,Non_Consumable,112.9176,OUT046,1997,Small,Tier 1,Supermarket Type1,458.0704,101-150
FDC32,18.35,Low_Fat,0.099026525,Food,93.8462,OUT013,1987,High,Tier 3,Supermarket Type1,1295.6468,51-100
FDP19,11.5,Low_Fat,0.173483253,Food,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604,101-150
FDV09,12.1,Low_Fat,0.020568574,Food,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,151-200
DRJ25,14.6,Low_Fat,0.151419185,Drink,50.3692,OUT017,2007,Small,Tier 2,Supermarket Type1,1034.6532,51-100
NCC19,6.57,Non_Edible,0.096862255,Non_Consumable,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984,151-200
FDH04,6.115,Regular,0.011437302,Food,92.4488,OUT017,2007,Small,Tier 2,Supermarket Type1,1358.232,51-100
FDV16,7.75,Regular,0.082930699,Food,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834,0-50
DRO47,10.195,Low_Fat,0.112859454,Drink,114.486,OUT017,2007,Small,Tier 2,Supermarket Type1,2490.092,101-150
FDY49,17.2,Regular,0.012036432,Food,165.7184,OUT045,2002,Small,Tier 2,Supermarket Type1,1816.3024,151-200
FDM50,13.0,Regular,0.030150193,Food,61.422,OUT045,2002,Small,Tier 2,Supermarket Type1,539.298,51-100
FDT39,6.26,Regular,0.009883257,Food,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758,101-150
FDB23,19.2,Regular,0.005583951,Food,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,201-250
FDZ03,13.65,Regular,0.078909166,Food,186.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,4474.176,151-200
FDT15,12.15,Regular,0.042681522,Food,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,151-200
FDT08,13.65,Low_Fat,0.04929502,Food,150.505,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.49,151-200
FDC46,17.7,Low_Fat,0.116520447,Food,186.0266,OUT035,2004,Small,Tier 2,Supermarket Type1,2950.8256,151-200
FDE24,14.85,Low_Fat,0.093652168,Food,141.5812,OUT045,2002,Small,Tier 2,Supermarket Type1,427.4436,101-150
FDX56,17.1,Regular,0.074059474,Food,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846,201-250
FDK38,6.65,Low_Fat,0.089196394,Food,147.0734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,101-150
FDD39,16.7,Low_Fat,0.07044068,Food,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165,201-250
FDR04,7.075,Low_Fat,0.022694623,Food,98.8068,OUT017,2007,Small,Tier 2,Supermarket Type1,2527.3768,51-100
FDL38,13.8,Regular,0.014661762,Food,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type3,2319.6472,51-100
NCG19,20.25,Non_Edible,0.148163564,Non_Consumable,232.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.8928,201-250
FDV08,7.35,Low_Fat,0.028711412,Food,39.9454,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086,0-50
FDY28,7.47,Regular,0.152024355,Food,211.8218,OUT013,1987,High,Tier 3,Supermarket Type1,1496.0526,201-250
FDR33,7.31,Low_Fat,0.026843265,Food,109.757,OUT045,2002,Small,Tier 2,Supermarket Type1,1208.427,101-150
FDC09,15.5,Regular,0.026280116,Food,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,101-150
FDR47,17.85,Low_Fat,0.0,Food,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,151-200
FDN16,12.6,Regular,0.062797771,Food,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592,101-150
FDS45,5.175,Regular,0.029490377,Food,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.2794,101-150
FDT50,6.75,Regular,0.107714834,Food,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544,51-100
FDX16,17.85,Low_Fat,0.0,Food,148.005,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,101-150
FDV45,16.75,Low_Fat,0.045230944,Food,187.9556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89,151-200
FDR58,6.675,Low_Fat,0.041886576,Food,92.1462,OUT013,1987,High,Tier 3,Supermarket Type1,1203.1006,51-100
FDR32,6.78,Regular,0.0,Food,227.4694,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.1716,201-250
FDC03,8.575,Regular,0.072252888,Food,196.5794,OUT017,2007,Small,Tier 2,Supermarket Type1,5267.1438,151-200
DRE49,20.75,Low_Fat,0.021370201,Drink,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,151-200
FDS35,9.3,Low_Fat,0.111127966,Food,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606,51-100
FDH56,9.8,Regular,0.063946629,Food,116.6492,OUT045,2002,Small,Tier 2,Supermarket Type1,2316.984,101-150
DRJ11,9.5,Low_Fat,0.085020342,Drink,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848,151-200
FDG26,18.85,Low_Fat,0.042891098,Food,257.633,OUT017,2007,Small,Tier 2,Supermarket Type1,5382.993,
FDF05,17.5,Low_Fat,0.02687089,Food,264.491,OUT046,1997,Small,Tier 1,Supermarket Type1,3681.874,
FDY43,14.85,Low_Fat,0.098803088,Food,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896,151-200
DRI01,7.97,Low_Fat,0.057667173,Drink,172.1422,OUT010,1998,Small,Tier 3,Grocery Store,517.3266,151-200
FDX23,6.445,Low_Fat,0.049697923,Food,95.0436,OUT010,1998,Small,Tier 3,Grocery Store,94.5436,51-100
FDA52,16.2,Regular,0.127800388,Food,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,4587.362,151-200
FDJ36,14.5,Regular,0.128235818,Food,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,101-150
NCN43,12.15,Non_Edible,0.006727008,Non_Consumable,125.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.498,101-150
FDR60,14.3,Low_Fat,0.129783577,Food,78.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1004.0264,51-100
FDE32,20.7,Low_Fat,0.048522793,Food,39.6506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,0-50
FDL04,19.0,Low_Fat,0.111902259,Food,105.4622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196,101-150
FDM38,5.885,Regular,0.092694107,Food,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,51-100
FDV15,10.3,Low_Fat,0.146172453,Food,103.3648,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088,101-150
DRG15,6.13,Low_Fat,0.076721393,Drink,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.3688,51-100
FDD35,12.15,Low_Fat,0.02573918,Food,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,3954.852,101-150
FDH32,12.8,Low_Fat,0.076214289,Food,96.541,OUT045,2002,Small,Tier 2,Supermarket Type1,1834.279,51-100
FDI45,13.1,Low_Fat,0.037639672,Food,175.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1050.6324,151-200
FDH53,20.5,Regular,0.032136417,Food,83.9592,OUT010,1998,Small,Tier 3,Grocery Store,165.1184,51-100
FDZ03,13.65,Regular,0.13187274,Food,188.024,OUT010,1998,Small,Tier 3,Grocery Store,745.696,151-200
FDE26,9.3,Low_Fat,0.089144149,Food,144.9786,OUT049,1999,Medium,Tier 1,Supermarket Type1,1011.3502,101-150
FDD57,18.1,Low_Fat,0.022291121,Food,93.6094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3713.1666,51-100
FDJ10,5.095,Regular,0.129766301,Food,141.6838,OUT045,2002,Small,Tier 2,Supermarket Type1,3231.1274,101-150
NCU29,7.685,Non_Edible,0.025477448,Non_Consumable,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.424,101-150
FDM60,10.8,Regular,0.048218142,Food,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,0-50
FDA20,6.78,Low_Fat,0.066298469,Food,186.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6338.416,151-200
FDI56,7.325,Low_Fat,0.093307668,Food,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,2006.7212,51-100
FDV23,11.0,Low_Fat,0.1062679,Food,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.1196,101-150
DRA24,19.35,Regular,0.039920687,Drink,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,151-200
DRJ59,11.65,Low_Fat,0.01941154,Drink,40.3164,OUT045,2002,Small,Tier 2,Supermarket Type1,502.0132,0-50
FDY16,18.35,Regular,0.16147714,Food,186.2266,OUT019,1985,Small,Tier 1,Grocery Store,1106.5596,151-200
DRD37,9.8,Low_Fat,0.013869809,Drink,47.406,OUT045,2002,Small,Tier 2,Supermarket Type1,978.726,0-50
FDI15,13.8,Low_Fat,0.141234932,Food,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564,
DRD37,9.8,Low_Fat,0.013898123,Drink,46.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848,0-50
FDS43,11.65,Low_Fat,0.040318693,Food,186.224,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,151-200
FDH50,15.0,Regular,0.162348584,Food,185.9266,OUT017,2007,Small,Tier 2,Supermarket Type1,4610.665,151-200
FDG26,18.85,Low_Fat,0.042736348,Food,255.933,OUT045,2002,Small,Tier 2,Supermarket Type1,3844.995,
FDD21,10.3,Regular,0.0,Food,115.7176,OUT017,2007,Small,Tier 2,Supermarket Type1,1717.764,101-150
FDV38,19.25,Low_Fat,0.102349519,Food,52.7956,OUT017,2007,Small,Tier 2,Supermarket Type1,928.1252,51-100
FDS12,9.1,Low_Fat,0.304859104,Food,125.4362,OUT019,1985,Small,Tier 1,Grocery Store,755.0172,101-150
FDZ59,6.63,Regular,0.104445322,Food,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95,151-200
FDI10,8.51,Regular,0.078339081,Food,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,1379.5376,151-200
NCH29,5.51,Non_Edible,0.034467286,Non_Consumable,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602,51-100
NCQ02,12.6,Non_Edible,0.007468056,Non_Consumable,186.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3379.6008,151-200
FDT40,5.985,Low_Fat,0.095795326,Food,128.4678,OUT046,1997,Small,Tier 1,Supermarket Type1,508.6712,101-150
FDH31,12.0,Regular,0.020407296,Food,99.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,595.2252,51-100
FDS19,13.8,Regular,0.064307102,Food,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,51-100
NCI29,8.6,Non_Edible,0.054601779,Non_Consumable,141.1154,OUT010,1998,Small,Tier 3,Grocery Store,425.4462,101-150
FDM28,15.7,Low_Fat,0.045295529,Food,181.366,OUT045,2002,Small,Tier 2,Supermarket Type1,1977.426,151-200
FDY56,16.35,Regular,0.104463896,Food,227.1062,OUT010,1998,Small,Tier 3,Grocery Store,225.7062,201-250
FDS02,10.195,Regular,0.255394896,Food,196.8794,OUT019,1985,Small,Tier 1,Grocery Store,780.3176,151-200
FDX23,6.445,Low_Fat,0.029859711,Food,94.1436,OUT017,2007,Small,Tier 2,Supermarket Type1,1418.154,51-100
FDY27,6.38,Low_Fat,0.032028115,Food,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.8192,151-200
DRP35,18.85,Low_Fat,0.091051579,Drink,127.4336,OUT045,2002,Small,Tier 2,Supermarket Type1,894.8352,101-150
NCX42,6.36,Non_Edible,0.00599072,Non_Consumable,163.6526,OUT045,2002,Small,Tier 2,Supermarket Type1,5262.4832,151-200
NCM29,11.5,Non_Edible,0.017642229,Non_Consumable,131.8626,OUT046,1997,Small,Tier 1,Supermarket Type1,2885.5772,101-150
FDT56,16.0,Regular,0.115032648,Food,58.0246,OUT027,1985,Medium,Tier 3,Supermarket Type3,2143.2102,51-100
FDG59,15.85,Low_Fat,0.043226398,Food,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148,0-50
NCN07,18.5,Non_Edible,0.056816465,Non_Consumable,132.1284,OUT010,1998,Small,Tier 3,Grocery Store,263.6568,101-150
FDL39,16.1,Regular,0.06302467,Food,181.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,1263.0226,151-200
FDV07,9.5,Low_Fat,0.031131455,Food,111.0228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612,101-150
FDW31,11.35,Regular,0.042949109,Food,199.5742,OUT027,1985,Medium,Tier 3,Supermarket Type3,3981.484,151-200
FDW39,6.69,Regular,0.064625342,Food,176.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437,151-200
FDX38,10.5,Regular,0.0481669,Food,48.8376,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,0-50
NCH07,13.15,Non_Edible,0.092811105,Non_Consumable,159.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.9704,151-200
FDM22,14.0,Regular,0.073462632,Food,52.364,OUT019,1985,Small,Tier 1,Grocery Store,53.264,51-100
NCS53,14.5,Non_Edible,0.089343433,Non_Consumable,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.4952,151-200
FDF34,9.3,Regular,0.013951504,Food,199.9084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5753.8436,151-200
FDQ40,11.1,Regular,0.063079544,Food,175.7712,OUT019,1985,Small,Tier 1,Grocery Store,351.5424,151-200
FDB03,17.75,Regular,0.156701315,Food,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222,201-250
NCK05,20.1,Non_Edible,0.077439606,Non_Consumable,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576,51-100
FDA07,7.55,Regular,0.031007381,Food,123.4072,OUT045,2002,Small,Tier 2,Supermarket Type1,2082.6224,101-150
NCC43,7.39,Non_Edible,0.092927148,Non_Consumable,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.1122,201-250
FDF35,15.0,Low_Fat,0.153861181,Food,108.5938,OUT013,1987,High,Tier 3,Supermarket Type1,1393.5194,101-150
FDD09,13.5,Low_Fat,0.021583971,Food,179.5976,OUT018,2009,Medium,Tier 3,Supermarket Type2,2173.1712,151-200
FDH53,20.5,Regular,0.019199733,Food,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3024,51-100
FDW32,18.35,Regular,0.094488071,Food,87.1882,OUT045,2002,Small,Tier 2,Supermarket Type1,515.3292,51-100
FDM03,12.65,Low_Fat,0.0,Food,109.1938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.6822,101-150
